참조표준명,지역,성별,나이(세),고혈압약복용자포함여부,측정값평균(mmHg),확장불확도(mmHg),측정수(건),표준편차(mmHg),1분위수(Percentile),5분위수(Percentile),10분위(Percentile),25분위(Percentile),50분위(Percentile),75분위(Percentile),90분위(Percentile),95분위(Percentile),99분위(Percentile)
수축기,전북,여성,29~30세,제외,110,30,3942,11,89,93,97,102,110,117,124,130,138
수축기,전북,여성,31~32세,제외,110,29,3681,11,89,93,97,102,110,117,124,129,138
수축기,전북,여성,33~34세,제외,111,30,3589,11,89,93,97,102,110,118,125,130,139
수축기,전북,여성,35~36세,제외,111,31,4006,12,89,93,97,102,110,118,126,132,141
수축기,전북,여성,37~38세,제외,111,31,4335,12,90,94,97,103,110,118,127,132,139
수축기,전북,여성,39~40세,제외,113,32,7019,12,90,95,98,105,112,120,129,135,146
수축기,전북,여성,41~42세,제외,113,32,7001,12,90,95,99,105,112,120,130,135,146
수축기,전북,여성,43~44세,제외,114,32,7728,13,90,95,99,106,113,122,131,137,148
수축기,전북,여성,45~46세,제외,115,32,8501,13,90,96,100,107,114,122,132,137,148
수축기,전북,여성,47~48세,제외,116,33,8641,13,90,96,100,107,115,124,133,138,150
수축기,전북,여성,49~50세,제외,117,33,8393,13,90,97,100,108,116,125,134,138,150
수축기,전북,여성,51~52세,제외,117,33,7851,13,90,96,100,109,117,126,135,138,150
수축기,전북,여성,53~54세,제외,118,33,7476,13,90,98,101,109,117,127,136,139,151
수축기,전북,여성,55~56세,제외,119,33,7070,13,90,98,102,110,118,128,136,139,152
수축기,전북,여성,57~58세,제외,119,33,7689,13,91,98,102,110,119,128,137,139,153
수축기,전북,여성,59~60세,제외,120,34,6854,13,91,99,103,110,119,130,137,140,154
수축기,전북,여성,61~62세,제외,121,34,5399,13,91,100,104,111,120,130,138,141,154
수축기,전북,여성,63~64세,제외,122,34,4792,14,92,100,105,113,121,131,139,143,157
수축기,전북,여성,65~66세,제외,123,34,3192,14,92,100,106,114,123,133,139,145,158
수축기,전북,여성,67~68세,제외,124,34,2646,14,92,101,106,115,124,134,139,148,160
수축기,전북,여성,69~70세,제외,126,34,2132,14,94,104,109,117,126,135,140,149,162
수축기,전북,여성,71~72세,제외,126,34,1717,14,94,103,109,117,127,135,141,149,160
수축기,전북,여성,73~74세,제외,125,35,1084,14,92,101,108,116,126,136,140,148,160
수축기,전북,여성,75세이상,제외,125,35,3596,15,90,100,108,116,126,135,141,150,162
수축기,전남,남성,20~24세,제외,119,31,4704,12,92,100,104,110,118,128,135,138,149
수축기,전남,남성,25~26세,제외,121,31,4126,11,96,100,108,112,120,130,136,139,150
수축기,전남,남성,27~28세,제외,122,31,4777,12,96,100,109,113,120,130,137,139,150
수축기,전남,남성,29~30세,제외,122,31,4648,12,100,103,110,114,120,130,138,139,150
수축기,전남,남성,31~32세,제외,123,31,4775,12,98,103,110,114,120,130,138,139,155
수축기,전남,남성,33~34세,제외,124,31,5177,12,100,105,110,116,122,131,138,139,156
수축기,전남,남성,35~36세,제외,124,32,6030,12,100,104,110,116,122,132,138,140,158
수축기,전남,남성,37~38세,제외,123,32,6461,12,100,103,110,116,122,131,138,140,156
수축기,전남,남성,39~40세,제외,123,32,7954,12,98,102,110,115,121,130,138,140,157
수축기,전남,남성,41~42세,제외,123,32,7390,13,96,100,109,114,120,131,138,141,156
수축기,전남,남성,43~44세,제외,123,33,7484,13,96,100,109,114,120,130,138,142,158
수축기,전남,남성,45~46세,제외,123,33,8033,13,95,100,108,114,120,131,138,141,159
수축기,전남,남성,47~48세,제외,123,33,8275,13,98,101,108,114,121,131,138,143,160
수축기,전남,남성,49~50세,제외,123,33,7706,13,95,100,108,114,121,131,139,145,158
수축기,전남,남성,51~52세,제외,123,33,7189,13,95,100,108,113,120,131,138,143,159
수축기,전남,남성,53~54세,제외,123,33,7052,13,96,101,108,114,121,131,139,144,160
수축기,전남,남성,55~56세,제외,123,33,6753,13,96,100,109,114,121,131,139,145,159
수축기,전남,남성,57~58세,제외,123,34,6877,13,94,100,108,114,121,132,139,145,160
수축기,전남,남성,59~60세,제외,123,34,6267,13,95,101,108,115,121,132,139,145,160
수축기,전남,남성,61~62세,제외,123,34,4861,13,95,100,108,114,121,131,139,144,160
수축기,전남,남성,63~64세,제외,124,34,4209,14,94,100,109,114,122,132,139,148,160
수축기,전남,남성,65~66세,제외,124,34,3388,14,96,100,110,115,122,133,139,149,160
수축기,전남,남성,67~68세,제외,124,34,3098,14,94,101,110,116,122,133,139,148,160
수축기,전남,남성,69~70세,제외,124,35,2741,14,96,100,110,116,123,133,140,150,161
수축기,전남,남성,71~72세,제외,124,34,2361,14,91,100,110,116,122,134,140,149,160
수축기,전남,남성,73~74세,제외,124,35,1667,14,94,100,110,116,122,132,140,150,167
수축기,전남,남성,75세이상,제외,123,35,6694,14,90,100,108,114,120,132,140,149,162
수축기,전남,여성,20~24세,제외,111,30,6120,11,90,94,99,102,110,119,125,130,139
수축기,전남,여성,25~26세,제외,112,30,4279,11,90,94,100,104,110,119,125,130,139
수축기,전남,여성,27~28세,제외,111,30,3983,11,90,94,100,103,110,119,125,130,138
수축기,전남,여성,29~30세,제외,111,30,3557,11,90,94,100,103,110,119,126,130,139
수축기,전남,여성,31~32세,제외,112,30,3192,11,90,94,100,103,110,119,126,131,139
수축기,전남,여성,33~34세,제외,112,31,3303,11,90,93,99,103,110,119,127,131,139
수축기,전남,여성,35~36세,제외,112,31,3671,11,90,95,100,104,110,120,128,131,139
수축기,전남,여성,37~38세,제외,113,31,3852,12,90,95,100,104,111,120,128,134,142
수축기,전남,여성,39~40세,제외,114,32,6795,12,90,96,100,106,113,120,130,135,148
수축기,전남,여성,41~42세,제외,115,32,6754,13,90,97,100,106,113,121,131,138,150
수축기,전남,여성,43~44세,제외,115,33,7123,13,90,97,100,107,114,123,132,138,150
수축기,전남,여성,45~46세,제외,116,33,7902,13,90,98,100,108,116,124,134,138,151
수축기,전남,여성,47~48세,제외,117,33,8113,13,90,98,100,109,117,126,135,139,152
수축기,전남,여성,49~50세,제외,118,34,8054,14,90,99,100,109,118,128,136,139,155
수축기,전남,여성,51~52세,제외,118,34,7350,14,90,98,100,110,118,128,136,139,156
수축기,전남,여성,53~54세,제외,119,34,7310,14,90,100,100,110,119,129,137,139,157
수축기,전남,여성,55~56세,제외,119,34,7114,14,90,100,100,110,119,130,137,140,155
수축기,전남,여성,57~58세,제외,120,34,7697,14,90,100,100,110,120,130,138,140,156
수축기,전남,여성,59~60세,제외,121,34,6924,14,90,100,102,110,120,130,138,141,159
수축기,전남,여성,61~62세,제외,121,34,5556,14,90,100,102,110,120,130,138,142,158
수축기,전남,여성,63~64세,제외,122,35,4724,14,90,100,105,110,120,130,139,147,160
수축기,전남,여성,65~66세,제외,123,34,3825,14,90,100,106,111,120,130,139,146,160
수축기,전남,여성,67~68세,제외,123,35,3173,14,90,100,106,111,120,131,139,148,160
수축기,전남,여성,69~70세,제외,123,35,2772,14,90,100,108,114,120,131,139,149,160
수축기,전남,여성,71~72세,제외,123,35,2356,14,92,100,106,112,120,132,140,150,163
수축기,전남,여성,73~74세,제외,123,36,1825,15,90,100,108,113,120,131,140,150,165
수축기,전남,여성,75세이상,제외,122,35,7440,14,90,100,105,110,120,130,140,149,162
수축기,경북,남성,20~24세,제외,120,30,6255,11,94,100,106,111,119,128,135,138,150
수축기,경북,남성,25~26세,제외,121,30,5641,11,98,102,108,113,120,130,136,139,150
수축기,경북,남성,27~28세,제외,122,31,6675,11,97,102,108,114,120,130,136,139,151
수축기,경북,남성,29~30세,제외,122,30,7548,11,98,104,109,114,121,130,136,139,152
수축기,경북,남성,31~32세,제외,123,31,7916,12,99,104,109,115,122,130,137,140,153
수축기,경북,남성,33~34세,제외,123,31,8361,12,100,105,110,115,122,130,137,140,154
수축기,경북,남성,35~36세,제외,124,31,7965,12,100,104,110,116,123,132,138,142,156
수축기,경북,남성,37~38세,제외,124,31,9166,12,99,104,110,116,123,131,138,142,157
수축기,경북,남성,39~40세,제외,123,31,9487,12,99,104,110,116,123,130,138,142,157
수축기,경북,남성,41~42세,제외,123,32,7959,12,98,103,110,115,123,131,138,142,157
수축기,경북,남성,43~44세,제외,123,32,7898,12,97,102,109,115,122,130,138,143,157
수축기,경북,남성,45~46세,제외,123,32,7893,12,98,103,109,115,122,130,138,143,158
수축기,경북,남성,47~48세,제외,123,33,7965,13,97,103,109,115,122,131,138,144,160
수축기,경북,남성,49~50세,제외,123,33,7923,13,96,103,108,115,123,131,139,145,158
수축기,경북,남성,51~52세,제외,123,33,7461,13,96,102,108,115,123,132,139,145,159
수축기,경북,남성,53~54세,제외,124,33,6772,13,95,102,108,115,123,132,139,145,159
수축기,경북,남성,55~56세,제외,124,33,6777,13,95,102,108,115,123,132,139,146,159
수축기,경북,남성,57~58세,제외,124,33,7218,13,96,102,108,115,123,132,139,145,159
수축기,경북,남성,59~60세,제외,124,33,6602,13,94,102,108,116,124,132,139,146,160
수축기,경북,남성,61~62세,제외,124,34,5100,13,94,102,109,115,124,133,139,146,160
수축기,경북,남성,63~64세,제외,124,34,4018,13,96,102,108,115,124,132,139,146,160
수축기,경북,남성,65~66세,제외,125,33,3385,13,96,102,109,117,125,133,140,148,162
수축기,경북,남성,67~68세,제외,125,34,2733,14,94,102,110,117,126,134,140,148,160
수축기,경북,남성,69~70세,제외,126,34,2543,14,92,104,110,117,126,135,141,150,162
수축기,경북,남성,71~72세,제외,126,34,1795,14,96,102,110,117,126,135,141,150,161
수축기,경북,남성,73~74세,제외,126,35,1300,15,94,103,110,117,127,135,146,151,163
수축기,경북,남성,75세이상,제외,126,35,3977,15,91,100,110,117,127,135,142,150,165
수축기,경북,여성,20~24세,제외,112,30,6695,11,90,95,100,105,112,119,127,131,138
수축기,경북,여성,25~26세,제외,112,30,5460,11,90,96,100,104,111,119,127,131,138
수축기,경북,여성,27~28세,제외,113,30,5073,11,90,94,100,105,112,119,128,132,139
수축기,경북,여성,29~30세,제외,113,31,4088,11,90,94,99,105,112,120,128,132,139
수축기,경북,여성,31~32세,제외,113,30,4062,11,90,95,100,105,112,120,128,132,140
수축기,경북,여성,33~34세,제외,113,31,3695,12,90,94,100,105,112,120,128,133,142
수축기,경북,여성,35~36세,제외,113,31,3789,12,90,95,100,105,112,120,128,133,141
수축기,경북,여성,37~38세,제외,114,31,3974,12,90,96,100,106,113,121,130,134,146
수축기,경북,여성,39~40세,제외,115,32,5699,12,90,97,100,107,115,122,130,136,147
수축기,경북,여성,41~42세,제외,116,32,5695,12,90,98,100,108,115,123,131,136,149
수축기,경북,여성,43~44세,제외,116,32,6240,13,90,98,100,108,116,124,132,137,150
수축기,경북,여성,45~46세,제외,117,33,6697,13,90,98,100,109,116,125,133,138,153
수축기,경북,여성,47~48세,제외,117,33,7007,13,90,98,100,110,117,126,134,138,152
수축기,경북,여성,49~50세,제외,118,33,7273,13,90,98,100,110,118,127,135,139,155
수축기,경북,여성,51~52세,제외,118,34,6899,13,90,99,100,110,118,127,135,139,156
수축기,경북,여성,53~54세,제외,119,34,6911,13,90,99,101,110,119,128,136,140,155
수축기,경북,여성,55~56세,제외,120,34,6876,13,90,100,102,110,120,129,137,140,155
수축기,경북,여성,57~58세,제외,120,34,7543,14,90,100,102,110,120,130,137,140,156
수축기,경북,여성,59~60세,제외,121,34,6732,14,90,100,103,110,120,130,138,142,158
수축기,경북,여성,61~62세,제외,122,34,5699,13,92,100,105,112,121,130,138,143,158
수축기,경북,여성,63~64세,제외,122,34,4951,14,90,100,105,113,122,130,138,144,158
수축기,경북,여성,65~66세,제외,124,34,3938,14,92,100,107,115,124,132,140,148,160
수축기,경북,여성,67~68세,제외,125,35,2836,14,94,100,108,115,125,134,140,149,162
수축기,경북,여성,69~70세,제외,126,35,2240,14,95,101,109,116,126,135,141,150,165
수축기,경북,여성,71~72세,제외,126,35,1516,14,94,100,110,116,126,135,143,150,162
수축기,경북,여성,73~74세,제외,125,34,1209,14,96,100,108,117,126,134,142,150,160
수축기,경북,여성,75세이상,제외,127,36,3911,15,95,101,110,118,128,136,146,153,169
수축기,경남,남성,20~24세,제외,119,30,11689,11,98,100,107,110,118,127,134,138,150
수축기,경남,남성,25~26세,제외,120,30,9956,11,99,102,108,112,119,128,135,138,150
수축기,경남,남성,27~28세,제외,121,30,11700,11,99,102,109,112,120,129,135,138,150
수축기,경남,남성,29~30세,제외,121,30,12500,11,100,103,110,112,120,129,135,138,150
수축기,경남,남성,31~32세,제외,121,30,13332,11,100,104,110,113,120,130,136,139,150
수축기,경남,남성,33~34세,제외,121,30,14548,11,100,104,110,114,120,130,136,139,150
수축기,경남,남성,35~36세,제외,122,30,16885,11,100,104,110,114,120,130,136,139,152
수축기,경남,남성,37~38세,제외,122,31,18260,11,99,104,110,114,120,130,136,139,152
수축기,경남,남성,39~40세,제외,121,31,19900,12,99,102,110,114,120,130,136,140,152
수축기,경남,남성,41~42세,제외,121,31,16886,12,97,102,109,114,120,130,137,140,152
수축기,경남,남성,43~44세,제외,122,31,16928,12,98,102,109,114,120,130,137,140,154
수축기,경남,남성,45~46세,제외,122,31,17444,12,97,102,109,114,120,130,137,140,154
수축기,경남,남성,47~48세,제외,122,31,17623,12,95,102,108,113,120,130,138,140,154
수축기,경남,남성,49~50세,제외,122,32,16644,12,96,101,108,113,120,130,138,140,156
수축기,경남,남성,51~52세,제외,122,32,14090,12,95,100,108,113,120,130,138,140,156
수축기,경남,남성,53~54세,제외,122,32,12955,12,96,100,108,113,120,130,138,140,156
수축기,경남,남성,55~56세,제외,122,33,12286,13,94,100,108,114,120,130,138,142,159
수축기,경남,남성,57~58세,제외,122,33,12663,13,96,100,108,113,120,130,138,142,160
수축기,경남,남성,59~60세,제외,122,32,11096,13,94,101,108,114,120,130,138,142,156
수축기,경남,남성,61~62세,제외,123,32,7838,13,95,100,108,114,120,130,138,141,156
수축기,경남,남성,63~64세,제외,123,33,6266,13,93,101,108,115,122,130,138,144,158
수축기,경남,남성,65~66세,제외,123,33,4745,13,95,101,109,115,122,131,139,145,160
수축기,경남,남성,67~68세,제외,123,33,3701,13,93,100,108,115,122,131,139,145,160
수축기,경남,남성,69~70세,제외,124,33,3125,13,93,101,108,116,124,131,139,146,160
수축기,경남,남성,71~72세,제외,124,34,2425,13,94,102,110,116,124,133,140,148,160
수축기,경남,남성,73~74세,제외,125,34,1646,14,94,101,109,117,124,133,140,147,164
수축기,경남,남성,75세이상,제외,123,35,4997,14,90,100,107,115,122,132,140,150,160
수축기,경남,여성,20~24세,제외,111,29,10711,10,90,96,100,104,110,118,124,130,138
수축기,경남,여성,25~26세,제외,111,29,8067,10,90,95,100,104,110,118,124,130,138
수축기,경남,여성,27~28세,제외,111,29,7741,10,90,95,100,104,110,118,124,129,138
수축기,경남,여성,29~30세,제외,111,29,6853,10,90,94,100,104,110,118,124,130,138
수축기,경남,여성,31~32세,제외,111,29,6171,10,90,95,100,104,110,118,124,130,138
수축기,경남,여성,33~34세,제외,112,30,6011,11,90,95,100,104,111,118,125,130,140
수축기,경남,여성,35~36세,제외,112,30,6932,11,90,95,100,104,110,119,126,130,140
수축기,경남,여성,37~38세,제외,113,30,7817,11,90,95,100,105,112,120,128,132,140
수축기,경남,여성,39~40세,제외,113,31,13948,12,90,95,100,106,112,120,129,133,142
수축기,경남,여성,41~42세,제외,114,31,12932,12,90,96,100,106,113,120,130,134,144
수축기,경남,여성,43~44세,제외,115,31,14118,12,90,97,100,107,114,121,130,135,147
수축기,경남,여성,45~46세,제외,115,32,15290,12,90,97,100,107,115,122,130,137,150
수축기,경남,여성,47~48세,제외,116,32,15418,13,90,97,100,108,116,123,132,138,150
수축기,경남,여성,49~50세,제외,117,32,15576,13,90,98,100,109,117,124,133,138,150
수축기,경남,여성,51~52세,제외,117,33,13979,13,90,100,100,110,118,125,134,138,151
수축기,경남,여성,53~54세,제외,118,33,12576,13,90,99,100,110,118,127,135,139,150
수축기,경남,여성,55~56세,제외,118,33,12055,13,90,100,100,110,118,126,134,139,150
수축기,경남,여성,57~58세,제외,119,33,12712,13,90,100,101,110,118,128,136,139,154
수축기,경남,여성,59~60세,제외,119,33,10362,13,90,100,102,110,119,129,136,140,154
수축기,경남,여성,61~62세,제외,120,33,8685,13,90,100,103,110,120,130,137,140,153
수축기,경남,여성,63~64세,제외,121,33,6782,13,90,100,104,111,120,130,138,140,156
수축기,경남,여성,65~66세,제외,122,33,4965,13,92,100,105,112,120,130,138,142,156
수축기,경남,여성,67~68세,제외,122,33,3637,13,91,100,105,113,120,130,138,142,156
수축기,경남,여성,69~70세,제외,123,34,3087,13,92,100,107,114,122,131,139,146,160
수축기,경남,여성,71~72세,제외,124,34,2325,14,94,100,107,116,123,132,140,148,160
수축기,경남,여성,73~74세,제외,123,34,1643,14,93,100,106,115,122,132,140,145,160
수축기,경남,여성,75세이상,제외,123,36,5610,15,90,100,105,113,120,132,140,149,162
수축기,제주,남성,20~24세,제외,124,32,1264,12,97,104,109,116,124,133,139,143,154
수축기,제주,남성,25~26세,제외,125,31,1275,12,100,107,110,118,125,134,139,143,154
수축기,제주,남성,27~28세,제외,126,31,1407,12,100,108,111,118,126,134,139,144,159
수축기,제주,남성,29~30세,제외,127,31,1312,12,100,108,111,118,127,135,140,146,159
수축기,제주,남성,31~32세,제외,127,31,1373,12,102,110,112,118,127,135,140,147,161
수축기,제주,남성,33~34세,제외,127,32,1384,12,100,109,112,119,127,135,140,147,160
수축기,제주,남성,35~36세,제외,128,32,1652,12,100,109,112,120,128,135,141,148,160
수축기,제주,남성,37~38세,제외,127,32,1792,12,101,108,111,118,128,136,141,147,163
수축기,제주,남성,39~40세,제외,127,32,2296,12,100,107,110,118,127,135,140,148,160
수축기,제주,남성,41~42세,제외,127,32,2088,13,100,107,110,119,127,134,140,148,163
수축기,제주,남성,43~44세,제외,127,32,2096,13,99,108,111,119,127,135,142,148,162
수축기,제주,남성,45~46세,제외,126,33,2286,13,98,106,110,118,127,135,140,148,161
수축기,제주,남성,47~48세,제외,127,33,2304,13,100,106,110,118,127,135,141,149,164
수축기,제주,남성,49~50세,제외,126,33,2083,13,100,106,110,118,126,134,140,148,165
수축기,제주,남성,51~52세,제외,126,33,1749,13,99,105,110,118,127,135,142,149,161
수축기,제주,남성,53~54세,제외,127,34,1713,14,97,106,110,118,127,136,143,150,165
수축기,제주,남성,55~56세,제외,126,34,1530,14,97,105,110,117,127,135,143,149,163
수축기,제주,남성,57~58세,제외,127,35,1451,14,97,104,110,118,126,136,144,149,163
수축기,제주,남성,59~60세,제외,127,33,1319,13,96,106,110,118,128,136,142,148,160
수축기,제주,남성,61~62세,제외,126,35,1078,14,98,103,108,117,127,135,144,150,163
수축기,제주,남성,63~64세,제외,127,33,868,13,95,107,110,118,128,136,143,149,159
수축기,제주,남성,65~66세,제외,128,35,616,14,97,106,110,119,128,138,145,151,165
수축기,제주,남성,67~68세,제외,128,35,511,14,97,106,110,119,128,136,145,151,166
수축기,제주,남성,69~70세,제외,128,34,554,14,99,106,110,119,129,137,145,151,161
수축기,제주,남성,71~72세,제외,127,35,446,14,98,103,110,118,128,136,144,150,167
수축기,제주,남성,73~74세,제외,128,36,375,15,93,103,110,118,129,137,146,151,168
수축기,제주,남성,75세이상,제외,127,35,941,14,96,103,110,118,127,136,144,151,166
수축기,제주,여성,20~24세,제외,115,30,2185,11,90,97,100,107,114,122,130,135,141
수축기,제주,여성,25~26세,제외,114,30,1565,11,90,97,100,106,113,120,129,133,142
수축기,제주,여성,27~28세,제외,114,30,1377,11,90,96,100,106,113,120,129,134,144
수축기,제주,여성,29~30세,제외,114,31,1112,12,91,96,100,106,114,121,129,135,146
수축기,제주,여성,31~32세,제외,115,32,1072,12,90,96,100,106,114,122,130,136,151
수축기,제주,여성,33~34세,제외,115,32,1107,12,90,96,100,106,114,123,130,136,146
수축기,제주,여성,35~36세,제외,115,31,1308,12,90,97,100,106,113,122,130,135,145
수축기,제주,여성,37~38세,제외,116,32,1400,12,91,97,100,107,115,124,132,137,147
수축기,제주,여성,39~40세,제외,116,33,2250,13,90,97,100,107,115,124,133,138,151
수축기,제주,여성,41~42세,제외,117,33,2029,13,92,98,101,108,116,125,134,139,154
수축기,제주,여성,43~44세,제외,117,33,2291,13,91,98,101,108,116,126,135,139,153
수축기,제주,여성,45~46세,제외,118,34,2455,14,91,98,101,109,118,127,136,139,156
수축기,제주,여성,47~48세,제외,118,34,2650,14,92,99,102,109,117,127,136,140,157
수축기,제주,여성,49~50세,제외,120,35,2472,14,92,98,102,110,119,129,138,142,157
수축기,제주,여성,51~52세,제외,120,34,2129,14,91,100,103,110,120,130,138,142,157
수축기,제주,여성,53~54세,제외,120,35,2177,14,91,99,102,110,120,130,138,144,156
수축기,제주,여성,55~56세,제외,121,35,2061,14,91,100,104,110,120,130,139,146,160
수축기,제주,여성,57~58세,제외,122,35,2121,14,92,100,104,111,121,131,139,144,158
수축기,제주,여성,59~60세,제외,123,35,1906,14,94,100,105,112,123,133,139,146,156
수축기,제주,여성,61~62세,제외,124,36,1608,15,92,100,105,113,124,134,140,147,164
수축기,제주,여성,63~64세,제외,125,35,1404,14,93,102,106,115,125,134,140,148,158
수축기,제주,여성,65~66세,제외,125,34,946,14,97,102,107,115,126,136,142,148,159
수축기,제주,여성,67~68세,제외,126,35,825,14,96,103,109,117,126,135,143,149,167
수축기,제주,여성,69~70세,제외,127,34,677,14,99,105,110,118,128,137,145,150,160
수축기,제주,여성,71~72세,제외,127,36,592,15,94,101,108,118,128,137,145,151,170
수축기,제주,여성,73~74세,제외,127,34,425,14,94,104,110,119,129,136,142,148,157
수축기,제주,여성,75세이상,제외,126,36,1261,15,93,100,110,116,127,136,143,150,162
이완기,전국,남성,20~24세,포함,73,30,140380,12,55,60,62,68,73,79,84,88,95
이완기,전국,남성,25~26세,포함,74,30,139040,12,56,60,63,70,74,80,85,88,98
이완기,전국,남성,27~28세,포함,75,31,182758,12,56,60,63,70,75,80,86,89,100
이완기,전국,남성,29~30세,포함,75,31,194011,12,57,60,64,70,75,80,87,89,100
이완기,전국,남성,31~32세,포함,76,31,200275,12,58,61,65,70,76,81,88,90,102
이완기,전국,남성,33~34세,포함,77,32,213239,12,58,62,65,70,77,82,88,92,104
이완기,전국,남성,35~36세,포함,78,32,239209,13,59,62,66,70,78,83,89,94,105
이완기,전국,남성,37~38세,포함,78,32,260145,13,59,62,66,70,78,84,89,95,107
이완기,전국,남성,39~40세,포함,78,32,292911,13,59,62,66,71,78,84,90,96,108
이완기,전국,남성,41~42세,포함,79,33,264733,13,59,63,67,71,79,85,90,96,107
이완기,전국,남성,43~44세,포함,79,33,274040,13,59,63,67,72,79,85,90,96,108
이완기,전국,남성,45~46세,포함,79,33,288481,13,59,63,67,72,79,85,90,96,108
이완기,전국,남성,47~48세,포함,79,33,294895,13,59,63,67,72,79,85,90,96,107
이완기,전국,남성,49~50세,포함,79,33,289316,14,59,63,67,72,80,85,90,96,106
이완기,전국,남성,51~52세,포함,79,34,265786,14,59,63,67,72,80,85,90,96,106
이완기,전국,남성,53~54세,포함,79,34,262410,14,59,63,67,72,80,85,90,96,105
이완기,전국,남성,55~56세,포함,79,34,261600,14,59,63,67,72,80,85,90,96,104
이완기,전국,남성,57~58세,포함,79,34,282902,14,58,63,67,72,79,85,90,95,104
이완기,전국,남성,59~60세,포함,78,34,271532,14,58,62,67,72,79,85,90,94,102
이완기,전국,남성,61~62세,포함,78,35,227416,14,58,62,66,71,79,84,90,94,101
이완기,전국,남성,63~64세,포함,78,35,203695,14,57,62,66,70,78,84,90,93,101
이완기,전국,남성,65~66세,포함,77,35,167984,14,57,61,65,70,78,83,90,93,100
이완기,전국,남성,67~68세,포함,77,35,137111,15,56,61,65,70,78,82,89,92,100
이완기,전국,남성,69~70세,포함,77,35,133623,15,56,60,64,70,77,82,89,92,100
이완기,전국,남성,71~72세,포함,76,35,112301,15,55,60,64,70,76,82,89,91,100
이완기,전국,남성,73~74세,포함,76,36,86647,15,55,60,63,70,76,81,88,91,100
이완기,전국,남성,75세이상,포함,75,37,283721,16,53,60,62,69,75,80,88,90,100
이완기,전국,여성,20~24세,포함,69,29,185608,11,52,58,60,63,69,75,80,83,89
이완기,전국,여성,25~26세,포함,69,29,153215,11,52,58,60,63,69,74,80,83,89
이완기,전국,여성,27~28세,포함,69,29,160910,11,52,57,60,63,69,74,80,84,90
이완기,전국,여성,29~30세,포함,69,30,148231,11,52,57,60,63,69,75,80,84,91
이완기,전국,여성,31~32세,포함,70,30,135311,12,52,57,60,63,69,75,80,85,94
이완기,전국,여성,33~34세,포함,70,31,129915,12,52,58,60,63,70,76,81,86,95
이완기,전국,여성,35~36세,포함,70,31,140896,12,52,58,60,63,70,76,82,86,96
이완기,전국,여성,37~38세,포함,71,32,149569,12,52,58,60,64,70,77,82,87,98
이완기,전국,여성,39~40세,포함,72,32,227907,13,53,58,60,65,70,78,84,88,100
이완기,전국,여성,41~42세,포함,72,33,220757,13,53,59,60,65,71,78,85,89,100
이완기,전국,여성,43~44세,포함,73,33,239258,14,53,59,60,65,71,79,85,89,100
이완기,전국,여성,45~46세,포함,73,34,261463,14,53,59,60,66,72,80,86,90,100
이완기,전국,여성,47~48세,포함,74,34,272584,14,54,60,60,66,73,80,86,90,100
이완기,전국,여성,49~50세,포함,74,35,281816,14,54,60,61,67,74,80,87,90,100
이완기,전국,여성,51~52세,포함,75,35,268682,14,54,60,62,68,74,80,88,90,100
이완기,전국,여성,53~54세,포함,75,35,269462,15,55,60,62,68,75,81,88,90,100
이완기,전국,여성,55~56세,포함,75,35,273301,15,55,60,62,69,75,81,88,90,100
이완기,전국,여성,57~58세,포함,75,35,305246,15,55,60,62,69,75,81,88,90,100
이완기,전국,여성,59~60세,포함,75,35,283850,15,55,60,63,69,75,81,88,90,100
이완기,전국,여성,61~62세,포함,75,35,251256,15,55,60,63,69,75,81,88,90,100
이완기,전국,여성,63~64세,포함,76,35,229404,15,55,60,63,70,76,81,88,90,100
이완기,전국,여성,65~66세,포함,76,36,189674,15,55,60,63,70,76,81,88,91,100
이완기,전국,여성,67~68세,포함,76,36,151203,15,55,60,64,70,76,81,88,91,100
이완기,전국,여성,69~70세,포함,76,36,148325,15,56,60,64,70,76,81,88,91,100
이완기,전국,여성,71~72세,포함,76,36,124445,15,55,60,64,70,76,81,88,91,100
이완기,전국,여성,73~74세,포함,76,37,100633,15,55,60,63,70,76,81,89,91,100
이완기,전국,여성,75세이상,포함,76,38,362523,16,54,60,63,70,76,82,89,92,100
이완기,서울,남성,20~24세,포함,73,31,18209,12,54,60,62,68,72,79,84,88,97
이완기,서울,남성,25~26세,포함,74,31,21276,12,55,60,62,68,73,80,85,88,98
이완기,서울,남성,27~28세,포함,74,31,34004,12,55,60,62,68,74,80,86,89,99
이완기,서울,남성,29~30세,포함,75,31,39745,12,56,60,63,68,74,80,87,90,100
이완기,서울,남성,31~32세,포함,75,32,42167,12,56,60,63,69,75,81,88,90,101
이완기,서울,남성,33~34세,포함,76,32,44084,13,57,61,64,70,76,82,88,92,104
이완기,서울,남성,35~36세,포함,77,32,47314,13,57,61,64,70,76,83,89,93,105
이완기,서울,남성,37~38세,포함,77,33,47356,13,57,62,65,70,77,84,89,95,108
이완기,서울,남성,39~40세,포함,78,33,51622,13,57,62,65,70,78,84,90,96,108
이완기,서울,남성,41~42세,포함,78,33,45804,13,57,62,65,71,78,85,90,96,108
이완기,서울,남성,43~44세,포함,79,33,47825,13,58,62,66,71,78,85,90,96,108
이완기,서울,남성,45~46세,포함,79,33,49527,13,58,62,66,71,79,85,90,96,108
이완기,서울,남성,47~48세,포함,79,33,51118,13,58,62,66,72,79,85,90,96,107
이완기,서울,남성,49~50세,포함,79,33,48710,14,57,62,66,72,79,85,91,96,106
